age,income,location_type,education_level,self_image_dependence,risk_tolerance,novelty_seeking,beauty_confidence,pain_sensitivity,tattoo_acceptance,cultural_conservatism,natural_look_preference,minutes_on_makeup_per_day,skincare_loyalty_score,prior_pmu_experience,influencer_trust,preferred_discovery_channel,information_skepticism,pmu_interest_level,cluster
20,56362.48919602875,urban,college,0.582248633519846,0.3239016392362895,0.5887039922291741,0.1243674024734311,0.5612393012444558,0.7319156109181489,0.4450542427988418,0.90329535298785,32.622874443883575,0.7708067115304116,0,0.2650901599711518,referral,0.1557446099503592,0.5298854227289623,0
49,57842.5323205325,rural,graduate,0.8790605228921126,0.1070527778737008,0.6891051389748082,0.4693526877988925,0.8069018650860973,0.3494719288982956,0.4229412280629207,0.3051341103563808,34.55066713050165,0.2381077064529898,1,0.6922141337961976,referral,0.3728139372103116,0.396665851801791,1
32,41394.49994092131,rural,graduate,0.4100689035197075,0.1737916178922394,0.8193044710781388,0.5853455015670743,0.6284107540650041,0.360503946572303,0.3677037085878779,0.2687023356947512,19.672254578219153,0.5708720954813519,0,0.5377180962031944,Instagram,0.258873184706931,0.1215292336272687,0
35,49634.68111608526,urban,college,0.5244146855034801,0.2833591800431042,0.8335272693545747,0.7786549323179393,0.7477573586653621,0.3492092775729524,0.0314285452522817,0.3777047239048522,24.64296556835216,0.5997405350255531,0,0.6831372397214929,Instagram,0.1369903232543594,0.256372662969591,0
20,82134.05537917795,rural,college,0.473411530402422,0.1837939558447532,0.5291051274845008,0.1295648206039396,0.8963858722829109,0.5685043671532726,0.3532163180327321,0.7538152526896488,32.213987633765235,0.1962707473798896,1,0.2745384976590432,referral,0.5299908483240288,0.3035823031191622,1
29,75913.14755151067,urban,graduate,0.7048211796596074,0.5524445878734532,0.7675514724848891,0.6049029420606544,0.5808996525847607,0.5591512592332316,0.7418031004505742,0.4493953224067666,32.25951510477664,0.3492017507520611,0,0.2158812945218505,in-store,0.1311835897627098,0.2574483241577402,0
36,56544.85504511048,urban,other,0.3336725790171941,0.084852747405038,0.5468261696424285,0.6373351273669673,0.6991697032238285,0.5180304157062324,0.5448010590179223,0.2073511582080198,45.1612489935459,0.1975463845806081,0,0.4922461160812314,in-store,0.2825077082809342,0.1272898081622998,0
23,50570.05217252301,urban,graduate,0.783937330195495,0.3730963844525068,0.3741968198122634,0.2436898667811255,0.8570707351412525,0.9522325087816952,0.1369649777233438,0.6481311018245809,44.431243991119445,0.4752110142482186,0,0.4709893677672869,in-store,0.2597437286142707,0.2880406935581178,0
38,51800.46990077392,suburban,college,0.449797229599965,0.2701849432141032,0.7719829985354612,0.6236431097122234,0.8635888917983814,0.5411074622760323,0.8206682224734166,0.6718510280286357,37.80850170316624,0.1119217191584286,0,0.4617751080228912,referral,0.2378729020512366,0.0700442732457513,0
28,59202.769590956246,rural,high_school,0.5240556149380021,0.1073284828231535,0.5214055331803596,0.6153093416885108,0.8366069263946913,0.2389661889215393,0.3001401712447124,0.4212161644696185,15.01280732701067,0.1826455169609949,0,0.302448633143235,Instagram,0.3918984881085344,0.1664592414725434,0
32,34658.111522023915,suburban,college,0.3259956839721935,0.4461102236091253,0.4657438048654024,0.4811815831947245,0.8825270838084751,0.5033591428234118,0.5193251174499588,0.3672611913170751,15.578770182272958,0.5792435655760926,0,0.1386469746252029,referral,0.3736476762016379,0.1815970022875089,0
28,46139.35193864982,urban,graduate,0.4435910003730223,0.3126394286296138,0.455317482534052,0.1517590659626261,0.7120081503399065,0.5176212197481903,0.3917591983714841,0.6185299103145409,16.681627945731215,0.2719332849198151,0,0.4485260473185144,Instagram,0.367063155813285,0.3046194328640946,0
53,24971.23889183616,suburban,college,0.4157998372320036,0.0741397805090498,0.7008333588552255,0.820837666648621,0.8118502241071097,0.4071861229676408,0.3654265789896418,0.6213845171782769,33.53280433809993,0.1546514849867216,1,0.4902833355524635,referral,0.6816818305616864,0.0317259738025889,1
34,55988.34683907919,urban,college,0.5698673761934718,0.3752323149650403,0.5655284932758854,0.8145243714193225,0.4442614630859571,0.6193193131029336,0.1583948028963206,0.2863688542498512,0.0,0.6582500599428306,1,0.6391187357741137,Instagram,0.3433789072335482,0.2288427545021178,1
24,59707.939095541115,rural,graduate,0.1659150073809395,0.1830792903943381,0.605482653939366,0.1797882775716082,0.7133921156366866,0.4019027208656034,0.1385466702331914,0.7882097979426622,29.905873913030675,0.5729367209636281,0,0.5054861681036183,Instagram,0.4419299784254365,0.2875713324151049,0
43,42752.20306550939,suburban,college,0.4848974379270873,0.5372939560911973,0.4664062161036488,0.2202091914223062,0.7793573904634522,0.1516649825709893,0.2062412526821254,0.6032835534893619,51.12964074681204,0.5991296965594557,0,0.1312693071136965,referral,0.3722504239858785,0.3000856357623738,0
22,73609.80144935049,urban,graduate,0.5513293233079474,0.4083237876798921,0.3378034388727922,0.5582953875502713,0.5420128061759413,0.1920539292957526,0.2150068049927914,0.4541216683544271,40.0023905202096,0.3540554432290455,0,0.2778976292757975,Instagram,0.1944930050236859,0.1908423321448105,0
37,31613.51505496488,suburban,college,0.4086430751884999,0.3015094176135154,0.7753390074317155,0.7159985425926132,0.9401437428889552,0.1709966121541228,0.287438111656054,0.8370737949304641,24.739085835813245,0.4566793501003451,1,0.3718762525461951,referral,0.6241357272561394,0.0673584042494849,1
18,28034.376796852695,suburban,college,0.7895334245148313,0.268776663673572,0.6217728059366748,0.2396830663293065,0.8250208100873101,0.5785616062810004,0.3529935525077264,0.8350813297054546,19.526168793753296,0.2272120114497604,0,0.5645753223644099,referral,0.3413248788071575,0.5979768237078539,0
21,53366.77727839958,urban,college,0.6581363983752028,0.54342060898865,0.7424036118837867,0.4025951238622796,0.9789891804079088,0.4703540946608071,0.6742926528188795,0.6852335015481243,42.08572927165024,0.7146136119042007,0,0.3932180401350083,in-store,0.5364323752058383,0.2068612526607799,0
36,65706.47453918232,suburban,graduate,0.7274450894687855,0.2207502896663823,0.7319367678539368,0.4746183674363708,0.7387654123602082,0.5861139449358758,0.7202077322451614,0.2778335129134209,34.5908304907841,0.723946286942923,1,0.1553003902391002,Instagram,0.2738476828155511,0.3103945258622218,1
42,75258.91537186803,urban,high_school,0.2707550016315828,0.0364518523866052,0.918511432873002,0.7425703926325974,0.89770571954684,0.2754642300200925,0.4600318419216588,0.8506643045644059,26.303513211258892,0.5251788804671601,0,0.5753257015879439,Instagram,0.5595172100659376,0.0354847950970172,0
36,43116.7360569659,suburban,high_school,0.5279532272164745,0.300411123422785,0.5654676116591563,0.4055968974401392,0.8449943356927408,0.6284922782337519,0.7369188079017538,0.922261152271635,21.16453681640788,0.7402581712217491,0,0.2665226979473415,in-store,0.2222322610192515,0.1370463359748649,0
33,66180.21250146943,rural,other,0.0683345149910305,0.3569831083139295,0.3796242813317783,0.6252156216742369,0.6332541365398917,0.2858311738611201,0.7436101834697603,0.8012530134931146,31.14574484530911,0.2201480720808536,0,0.550138960833594,Instagram,0.6406673770425197,0.0,0
31,49422.372957489395,rural,high_school,0.3237109784718368,0.172240873014119,0.6228682713257603,0.6131456248023204,0.6227215631823652,0.1313552000688269,0.2801367107918129,0.6688801315636064,25.454448540195173,0.9763089265033648,1,0.5460299729702127,in-store,0.1382252610681424,0.2492048853234818,1
20,47410.59050088771,suburban,college,0.7702603672388165,0.2079511822609693,0.1882164679273684,0.4065639929560443,0.7475853660396294,0.4050087476514744,0.1913190564006611,0.4879016365871645,41.76569354875072,0.5045203621193752,0,0.4541972981743262,Instagram,0.1787495583367647,0.297553242613196,0
27,63254.89906230009,suburban,college,0.2330161916156874,0.2708876699100109,0.6808656074294991,0.8533464008983004,0.6080804517028753,0.4155347756036054,0.5261406945445943,0.5884378931591814,48.61753643968075,0.3732423246716391,0,0.272000958547294,referral,0.8696674937223724,0.0,0
30,59784.84317620129,urban,college,0.5559654631745656,0.0419477475190485,0.7698401626470899,0.6118545410693252,0.757186930948375,0.4957996865558481,0.2895634655623453,0.2780743740992681,9.491252582359255,0.4040333161852905,1,0.5220718886395248,Instagram,0.5970220247064139,0.2062842919056576,1
45,26354.11764523626,suburban,college,0.216685531680352,0.4819352936103068,0.3999395585790152,0.2610194495305731,0.8631997448332077,0.3711995179915588,0.6688313050339604,0.6987296053562779,11.612706412067404,0.728957520380472,1,0.167775568997927,referral,0.3134822903531801,0.0224096479677402,1
38,72148.10524588844,urban,college,0.1492220061408212,0.2696004228655628,0.8512404958266626,0.7477904212375529,0.8279574028987342,0.2778544546981391,0.4071676949682346,0.7702100379809151,50.22084281473097,0.765134376376313,0,0.6741308262669423,in-store,0.3917302765538093,0.1153077462444456,0
18,70701.37031221177,urban,college,0.7185541092582406,0.6208246543019971,0.2725562931675738,0.4921077501253292,0.790995854014109,0.4075266398764527,0.5237847485952041,0.5277093284289326,32.48728413995933,0.5233347763605699,0,0.5625259429486049,referral,0.528603557026121,0.137274303338412,0
38,40616.55947735706,urban,college,0.4946086383047695,0.4688335591908051,0.6603554523363158,0.5142445119919096,0.648035455292483,0.5382895871299893,0.7019382020952395,0.6593351922870415,13.025240448167374,0.3517345582993331,0,0.7946475859465706,referral,0.4246481166346577,0.3354741019242729,0
31,55937.05300156114,urban,college,0.10172496101993,0.2541619893693439,0.6117056980513398,0.1040578320653317,0.7933585184301001,0.2719450858731762,0.4058026196284334,0.6583380420485633,44.74877409990963,0.29360080081056,0,0.353095546175296,Instagram,0.6898071025640005,0.3061322321678166,0
28,57410.45279424108,suburban,high_school,0.0965954956816937,0.1387742557675223,0.9421924387783744,0.6138921598854253,0.5726324374649748,0.1951148001476366,0.2610136757191273,0.7336367794711339,35.12527649833249,0.6748036974660574,0,0.3697001885575396,YouTube,0.249225494402868,0.3270671290520672,0
41,53910.10648735861,urban,college,0.536339360267551,0.3427850749060063,0.5447432808115024,0.845210867609911,0.8168387247080562,0.2386096825541596,0.4574936092154258,0.4752298958926608,63.048686428873395,0.6739937500987268,0,0.4392734616804327,referral,0.3633217725754632,0.0,0
45,41745.422692318694,suburban,high_school,0.6899107969834888,0.4582060243430688,0.3306870518579375,0.4004176761895288,0.6237913619445331,0.5360300724058239,0.1494901286866655,0.1362238500717633,26.47047484101688,0.6739895100034494,0,0.7248818640828819,Instagram,0.4979089173134538,0.28254861945861,0
44,39925.64948092923,urban,college,0.3245141837602373,0.1064068212421735,0.849290871470717,0.3891272557237795,0.8685520194610749,0.1008536005320016,0.4165320872447083,0.6681316304128703,46.630559956030694,0.6322213483355494,0,0.415277600216331,Instagram,0.3836975159004657,0.3330995471623851,0
26,49616.68893512832,urban,college,0.6814784256960218,0.1009320689838348,0.7447158447610219,0.5666591956349798,0.7771124215069511,0.3819626607597597,0.482276664724507,0.6539915161266155,8.267483413008598,0.4090184451005837,0,0.4631054350732065,Instagram,0.292008514910246,0.1843666178377556,0
31,67590.93528889047,suburban,high_school,0.566982838155707,0.4969891538381852,0.8420955475210664,0.9687836442211476,0.6083359433259102,0.2758010212583344,0.3301410354506043,0.6892146664582752,50.94041325245358,0.3817534808647338,0,0.2314067540856611,Instagram,0.3894108528116652,0.2341468306204903,0
38,58154.002318916486,urban,graduate,0.427999159436488,0.3500545219786257,0.7127721674468549,0.7117505049631722,0.526660459873238,0.193212032966491,0.5260152261276424,0.2221160935383811,44.162400873167314,0.7807083705353093,1,0.502831591691886,YouTube,0.4055870095594392,0.209749120634885,1
44,44440.78501870841,urban,college,0.5664105347156728,0.3071948833327905,0.5070107613700264,0.5619360415345693,0.943485655254142,0.3443280246899368,0.2758790576106275,0.819999719272441,54.06521150690659,0.5954257604947427,0,0.4869542115587176,Instagram,0.7034618842118978,0.2985820350468307,0
30,61575.48065972517,suburban,graduate,0.2387227494453461,0.2296734213820881,0.3551845129070137,0.3021904971979008,0.8746551280007355,0.4272305153550016,0.5697226855086037,0.8013595266627664,46.65870476263103,0.6722208160240701,0,0.5666635891102523,Instagram,0.2764096209553596,0.0175702234690049,0
33,20000.0,urban,other,0.4746457919788122,0.4628837200078556,0.5763824847797944,0.2865659709853637,0.8751946895599815,0.5090431221598187,0.5976796511847836,0.6156005968177599,28.514277211864833,0.4999765184259564,0,0.4290295282436109,referral,0.6854342506115372,0.3279440000806921,0
23,67231.48550558156,rural,college,0.3048060086734422,0.1573148846890934,0.3539270013454236,0.6944265440804632,0.8485214280026782,0.3393767553134517,0.7588771307370543,0.4884476373115578,12.43310153944712,0.5954647752675936,0,0.6080967719324002,referral,0.6550070978088935,0.0,0
23,23904.293318328502,urban,high_school,0.4464998528310423,0.1532323238045852,0.8286251021454332,0.2107163498041476,0.7116288398647586,0.250494457668132,0.4026517592433251,0.6666285344467173,20.969206494539435,0.8768761343741677,0,0.6311765327864017,Instagram,0.5783350219406742,0.160655302540477,0
43,44563.38587895302,urban,college,0.3708414730422278,0.1262017294752075,0.94503986735324,0.1713829981093879,0.6876534101573012,0.3951726532546461,0.3337669910691577,0.6638902491936637,3.5827441920282084,0.2541931466161137,0,0.0977397472243446,Instagram,0.1971850635430357,0.5311111648908611,0
48,33204.95158060784,suburban,graduate,0.2037734043476237,0.149553568239941,0.8351890847658975,0.1606169583755985,0.76097771192541,0.6592625900102508,0.7428151842385292,0.0798553622797404,16.186514532244352,0.1858780123936337,0,0.5416642889189883,Instagram,0.3834361228761699,0.2703648149947282,0
34,30579.777864186413,urban,college,0.6101276817225841,0.2258257186808908,0.6904566368920204,0.303610504590566,0.6661886304681912,0.7641117624624264,0.3898416902906991,0.7086836343198886,36.38792023812648,0.5671187463531501,0,0.3761802016496728,referral,0.4517709104612611,0.4877408578183185,0
45,67412.4018106778,urban,high_school,0.8894346972635343,0.7948839089703768,0.687184715740021,0.6128700538972962,0.8652506964415362,0.5007877409310458,0.3777228401406822,0.3242169511813245,29.283706817622207,0.6380055080824816,0,0.2996281823028873,Instagram,0.5256502593840084,0.271913847552919,0
38,42984.48198032163,urban,college,0.6344311257206667,0.3152446067073675,0.6617315166290368,0.3704707705704205,0.6398932311792371,0.0882030858637458,0.2687587970081361,0.5792271559969046,26.64614789801668,0.6233164698342673,0,0.6643152812267361,YouTube,0.5270559379817769,0.3938680485776472,0
28,55197.55822596073,urban,graduate,0.5222855311321477,0.3685319696129212,0.6062221828525851,0.4672820056917787,0.8239713552169171,0.7696405341979996,0.7806724748859364,0.6713581149431688,18.10345626078753,0.5857084601005795,0,0.6278662562259983,referral,0.5524515676210794,0.2907335383891353,0
38,49296.19131681224,rural,graduate,0.6132085062103195,0.1415423290755945,0.338997891290575,0.1225550960827465,0.6212586865130747,0.5503991897117868,0.5728662229439031,0.8281916363339527,3.4140148371257233,0.5993596351444396,0,0.4536154307797182,referral,0.2127671471474586,0.4013630869739805,0
50,57155.612408346824,urban,high_school,0.7803722113077953,0.3618737681033426,0.474183669615983,0.8726244077118492,0.6302712899670965,0.3095421752166261,0.6135056301680197,0.3547190591686569,32.73124669855875,0.5577905701652497,0,0.4369306901338914,YouTube,0.2065633905151725,0.0333036570081023,0
34,51152.32836590383,suburban,college,0.8671563157718304,0.2380683705260498,0.7126991394015542,0.8810960464266568,0.7002611750836724,0.3781821764058832,0.8194452432264909,0.4592934351404933,35.687402887029656,0.7226491547936585,0,0.1509824443079551,referral,0.2745153678131111,0.0793337866589023,0
50,30755.116637171457,rural,college,0.4556574074100463,0.204205808412668,0.2123769047940521,0.4153482773066033,0.9583495486485604,0.441398971063469,0.3748824658711038,0.5664397101852625,15.126546599299266,0.7728034208474807,0,0.3441936724773229,referral,0.4050923263838796,0.1247809621022834,0
18,64944.002291707104,urban,college,0.3856754376789046,0.5050040708327036,0.6210972361288026,0.5160657489061298,0.6131622946514893,0.7521395838879307,0.7467300091172444,0.7264416900469336,21.9983959475442,0.4155029468433722,0,0.5833059017328264,Instagram,0.4828709278162165,0.0,0
43,42593.65125258031,rural,graduate,0.541498638279176,0.4198707864938515,0.2554012864761624,0.5737023509316853,0.9406953910437325,0.5999462398985348,0.6923527117983576,0.8509771844871343,53.13200181134143,0.8185239033742892,0,0.1994801601840577,in-store,0.2359698408541821,0.0551100299541231,0
35,26651.271520103735,urban,college,0.3038943476925618,0.1848673399341691,0.9352414960288506,0.762993612037271,0.4043376345665105,0.0822332063128349,0.3385533833122193,0.3114564459487688,47.39246930360451,0.3131523428513051,0,0.4589584918512888,Instagram,0.6581979545462467,0.3435982839087126,0
32,43578.27258551131,rural,college,0.1894267577477926,0.3446433197370657,0.5858170812269766,0.6894837278806228,0.5303522338003575,0.42760677812388,0.520294661079037,0.8009104987975483,7.733631574065736,0.4540875547727436,0,0.5591639604228897,referral,0.621836125907627,0.0611860984526553,0
35,72511.39685951466,urban,high_school,0.608531083544623,0.5555536043507401,0.8864947454345178,0.4710611374430937,0.9429298564597908,0.2191869898504725,0.7974228615198525,0.2504480017964489,28.730454191538666,0.4265243218228849,1,0.5523877297294089,referral,0.686894410405285,0.1398884103122262,1
18,62753.32613170239,suburban,graduate,0.6166967954013596,0.6206594596247637,0.8129442149149868,0.3966676541626807,0.7818579596003901,0.6705364230704138,0.3055578841574103,0.5980406111254208,51.82433523558378,0.2058002079620281,0,0.2411902403702493,referral,0.853973213269409,0.3923718416774049,0
32,44770.21798388211,urban,graduate,0.2050160400134155,0.3326109293853477,0.6205667268196695,0.2493585268777352,0.924708250138052,0.5905124381696758,0.6049359784792662,0.5562716576849631,26.753685040387207,0.2771444578654618,1,0.7386786612630386,in-store,0.2725729505352179,0.3368939622857914,1
38,44761.13443522357,urban,college,0.3417875584641022,0.4655578011923071,0.4753438568815495,0.5372900034879025,0.8705735528710451,0.2725037545258509,0.1841641249574476,0.6057318498418333,25.965852173892554,0.7047569482361226,1,0.4336692670869567,referral,0.5200629606266786,0.1778746325324246,1
49,45175.47423173926,suburban,graduate,0.5183301460275765,0.3877404209076229,0.4946346935592,0.4170841647217014,0.832190744454941,0.4358184677858784,0.7811883720383,0.4902781207885782,46.39106440114615,0.6720090394867375,0,0.094763593868833,Instagram,0.3018459861380915,0.1614263671801107,0
29,81151.21975341262,suburban,high_school,0.266767286031027,0.2838027171456893,0.5261248934430234,0.5043642481251337,0.5919538136492135,0.6839461781997774,0.3279210176484954,0.4559633409421764,44.80603866412824,0.3134531630914272,0,0.3610996395908292,referral,0.0653740615958326,0.1508447679437513,0
26,55729.0317834733,urban,college,0.6026819918372245,0.180277709612268,0.7726735230093377,0.1529831052958166,0.9230465845164292,0.5615664677954625,0.3590847383902504,0.1905478004785898,44.029550180708995,0.7003360445588382,0,0.6808462781695034,YouTube,0.3041308832714836,0.3031671860001605,0
29,56450.624707866045,urban,college,0.4103446502519633,0.3606903214452604,0.6528627684953276,0.3809200674854247,0.8269252212401474,0.4137095721031369,0.3627821737181125,0.5405795242340207,26.070228762388044,0.2069731072056673,0,0.3303434191817682,referral,0.8446456011184145,0.2449226722103453,0
44,65454.25181047763,suburban,high_school,0.7868282371059564,0.2617489298037858,0.9374569669162248,0.3103811515209355,0.5954272760836268,0.3335653345488852,0.2111376204039651,0.3388477088045597,39.9433202441257,0.7013391315852506,0,0.1677033206572278,Instagram,0.7912508090048597,0.5516512579106972,0
38,53581.8373853977,suburban,college,0.7418583111434137,0.3709464413376127,0.6926993205748371,0.6996976703902105,0.6157781695844937,0.3872280083587084,0.4975934582082391,0.6136157096454268,52.421182709328306,0.6301500721697806,0,0.5136261763626796,YouTube,0.2850730733518634,0.0337866531072647,0
29,46114.36781268945,rural,graduate,0.8073988101725244,0.174630537726529,0.1616128833864175,0.5620654419328368,0.4441038261644588,0.7358373633475219,0.4552976275948982,0.6025383150511928,29.251894522971345,0.8327006464941258,0,0.2310799657717149,Instagram,0.3141604482693867,0.1965404607835524,0
40,47054.75226372533,suburban,high_school,0.3856270744859181,0.3656360562780008,0.1838476503674616,0.305405349957942,0.8826248590635778,0.3012262241368346,0.1339817846311053,0.7026087439592202,23.948855680294947,0.6660920827313889,0,0.6637130293580207,YouTube,0.2960598546324076,0.3240572889710842,0
35,48925.98110878904,rural,college,0.732124738368013,0.1557346061698667,0.5278697146274853,0.3316693341896763,0.4255057790155727,0.6445329013831869,0.4200435400323134,0.7593633544865064,48.45108958634452,0.4052676417132049,1,0.7430969676159795,Instagram,0.2456022037099158,0.421909297985266,1
44,49441.66645235238,suburban,college,0.5154695673210147,0.122727762315747,0.3541219751422997,0.5791738238032791,0.9223964301480276,0.1232802389886715,0.3158560743113275,0.7789897126860925,60.68159704345685,0.5638530031941208,0,0.7071215080668657,YouTube,0.4483606094156336,0.0,0
27,60914.4431545547,urban,college,0.580808454771997,0.5411885797368532,0.5127287108397668,0.5138212091344737,0.8462941024842829,0.5200939700045373,0.4572172524758769,0.6718460470353321,61.72507325348733,0.1197338304472374,1,0.0241572428686841,Instagram,0.5380270551332149,0.3346635275323098,1
31,50779.18828710949,urban,graduate,0.3733205299742509,0.3335008841119523,0.6510400282780289,0.4860332492788852,0.8651714862929445,0.1083518217617962,0.7809361565487751,0.8633216968347464,24.38232750337575,0.4683847906715641,0,0.0179031064608049,in-store,0.4179347801141937,0.0,0
31,60989.60115823369,suburban,college,0.4401731936296142,0.1160576111897993,0.5708697353236385,0.5634099123260501,0.772332087240914,0.5502609724273182,0.5132012467844541,0.6842073682259965,25.889396257546625,0.3953960505780327,0,0.618314597476771,in-store,0.0317715003190848,0.083154343920703,0
20,48789.251298371266,suburban,college,0.5947879364831881,0.2827025562059699,0.762183586496186,0.7251765928235815,0.6566220155610085,0.5835596013283711,0.2314198829018776,0.6071838901174269,14.562565002951755,0.7160673692078223,1,0.5529641864724533,referral,0.1477446059383341,0.3312396327605806,1
37,51179.52785474136,urban,graduate,0.915159556954212,0.3202449016408759,0.5621313214731387,0.3941034753442284,0.7170295914224324,0.2310013657124829,0.2613514089792944,0.4159693416825184,31.770784866221973,0.3987501168808379,0,0.753784017178129,in-store,0.3663467181291357,0.3483358895229621,0
37,20026.989732018385,urban,high_school,0.5188361473150077,0.3727884423006114,0.539799977629634,0.227294109497422,0.5029687226051216,0.7069834422160668,0.703601622759465,0.6368732783191259,13.888216028137249,0.6581781725684392,0,0.0357756918628757,referral,0.1277299311220885,0.1613567868196518,0
