product_id,avg_sentiment_score,review_volume,rating,price_usd,skin_type,tertiary_category,secondary_category,reco_clean
P297524,0.6975254087494477,4526,4.3292,17.0,normal,Face Masks,Masks,1
P309310,0.5688748685594112,951,3.8453,35.0,combination,Face Wash & Cleansers,Cleansers,1
P3550,0.464,625,4.2768,48.0,combination,Face Serums,Treatments,1
P375534,0.5712841253791708,989,4.1964,28.0,combination,Moisturizers,Moisturizers,1
P375850,0.6920565832426551,919,4.1306,75.0,combination,Face Wash & Cleansers,Cleansers,1
P375852,0.6620689655172414,435,4.2972,145.0,normal,Sheet Masks,Masks,1
P375864,0.8387096774193549,62,4.4194,170.0,combination,Sheet Masks,Masks,1
P377561,0.6091340450771056,1686,4.5391,49.0,combination,Facial Peels,Treatments,1
P377919,0.7425742574257426,101,4.2871,36.0,normal,Face Wash & Cleansers,Cleansers,1
P379707,0.6922169811320755,848,4.3471,68.0,combination,Face Masks,Masks,1
P379709,0.25735294117647056,136,3.4118,130.0,combination,Moisturizers,Moisturizers,1
P379710,0.7857142857142857,700,4.4649,88.0,dry,Face Wash & Cleansers,Cleansers,1
P380027,0.6982758620689655,116,4.4397,30.0,oily,Face Wash & Cleansers,Cleansers,1
P382204,0.5823970037453183,534,4.1989,55.0,oily,Face Masks,Masks,1
P384539,0.6101694915254238,1062,4.2608,24.0,dry,Face Wash & Cleansers,Cleansers,1
P385432,0.4494902687673772,1079,4.2234,32.0,normal,Blemish & Acne Treatments,Treatments,1
P386197,0.9933642801880617,33606,4.4763,27.0,dry,Exfoliators,Cleansers,1
P387261,0.7791666666666667,720,4.6611,60.0,combination,Face Masks,Masks,1
P391799,0.6224066390041494,482,4.1369,96.0,oily,Face Masks,Masks,1
P392142,0.5473684210526316,95,4.0211,88.0,dry,Face Wash & Cleansers,Cleansers,1
P392144,0.5588235294117647,170,4.2059,88.0,oily,Face Wash & Cleansers,Cleansers,1
P392235,0.7272727272727273,1837,4.4815,50.0,dry,Face Wash & Cleansers,Cleansers,1
P39274,0.7330006238303182,1603,4.3699,39.0,combination,Face Wash & Cleansers,Cleansers,1
P393076,0.6120996441281139,562,4.3114,44.0,dry,Night Creams,Moisturizers,1
P395507,0.5,2,4.5,110.0,dry,Moisturizers,Moisturizers,0
P395615,0.7461538461538462,1040,4.5015,42.0,combination,Face Masks,Masks,1
P399622,0.7317073170731707,82,4.4074,95.0,dry,Sheet Masks,Masks,1
P400207,0.5176165803108809,1930,4.2448,50.0,combination,Face Masks,Masks,0
P4010,0.6932826362484157,789,4.4981,46.0,dry,Face Wash & Cleansers,Cleansers,1
P401570,0.7325581395348837,86,4.5,37.0,normal,Face Wash & Cleansers,Cleansers,1
P4016,0.5657076205287714,2572,4.2348,36.0,combination,Face Wash & Cleansers,Cleansers,1
P404322,0.6993670886075949,948,4.4494,44.0,combination,Face Wash & Cleansers,Cleansers,1
P405096,0.6848013816925734,1158,4.312,12.0,combination,Face Wash & Cleansers,Cleansers,1
P406104,0.984498051894222,12063,3.7593999999999994,75.0,dry,Eye Creams & Treatments,Eye Care,1
P408230,0.8679245283018868,159,4.7547,67.0,normal,Face Masks,Masks,1
P408301,0.46511627906976744,129,3.845,75.0,dry,Face Masks,Masks,0
P409631,0.949602932193036,3274,4.5315,22.0,combination,Face Wash & Cleansers,Cleansers,1
P411360,0.6842105263157895,76,4.0921,52.0,combination,Face Masks,Masks,1
P411387,0.6406889495225102,5864,4.2112,39.0,combination,Face Wash & Cleansers,Cleansers,1
P412025,0.5498721227621484,391,3.9668,55.0,combination,Eye Masks,Eye Care,1
P414293,0.42641509433962266,530,4.4348,34.0,combination,Moisturizers,Moisturizers,1
P415620,0.5900990099009901,505,4.5168,52.0,dry,Face Masks,Masks,0
P415667,0.4855769230769231,624,4.2392,44.0,combination,Blemish & Acne Treatments,Treatments,1
P415777,0.574559686888454,2555,4.2909,80.0,combination,Face Masks,Masks,1
P416538,0.6190476190476191,42,4.2857,300.0,combination,Face Masks,Masks,0
P416561,0.5168067226890757,714,4.0924,54.0,oily,Moisturizers,Moisturizers,1
P416562,0.3430321592649311,653,3.6370999999999998,56.0,combination,Eye Creams & Treatments,Eye Care,1
P416815,0.7332411886662059,1447,4.4299,33.0,oily,Face Wash & Cleansers,Cleansers,1
P420143,0.372,250,3.916,75.0,dry,Face Masks,Masks,1
P420699,0.6190476190476191,651,4.0507,70.0,dry,Face Masks,Masks,1
P422002,0.7156488549618321,524,4.542,45.0,normal,Face Masks,Masks,1
P422007,0.7207415990730012,863,4.3712,30.0,combination,Face Wash & Cleansers,Cleansers,1
P422248,0.574468085106383,188,4.2872,28.0,combination,Face Wash & Cleansers,Cleansers,1
P422430,0.8678343949044586,1256,4.5629,48.0,combination,Moisturizers,Moisturizers,1
P422648,0.7115384615384616,52,4.4808,59.0,combination,Moisturizers,Moisturizers,1
P423130,0.7871794871794872,390,4.3667,65.0,dry,Face Masks,Masks,1
P423135,0.8185840707964602,226,4.6593,94.0,combination,Moisturizers,Moisturizers,1
P423136,0.7863128491620112,716,4.5196,42.0,combination,Face Wash & Cleansers,Cleansers,1
P423254,0.5979381443298969,291,4.069,55.0,combination,Eye Masks,Eye Care,0
P426080,0.6612244897959184,490,4.351,69.0,combination,Face Masks,Masks,1
P426829,0.717391304347826,414,4.4758,29.0,oily,Face Wash & Cleansers,Cleansers,1
P426836,0.5488165680473372,2704,3.9426,34.0,combination,Face Wash & Cleansers,Cleansers,0
P427393,0.28378378378378377,148,3.5442,55.0,combination,Eye Creams & Treatments,Eye Care,1
P427536,0.562605752961083,2364,4.1478,40.0,normal,Face Wash & Cleansers,Cleansers,1
P428668,0.6244897959183674,490,4.0796,26.0,normal,Eye Masks,Eye Care,1
P429637,0.48175182481751827,137,3.6788,200.0,normal,Moisturizers,Moisturizers,1
P429662,0.34309623430962344,239,3.887,44.0,combination,Face Masks,Masks,1
P429952,0.5593679458239278,4430,4.0262,49.0,combination,Face Masks,Masks,1
P429954,0.41947565543071164,267,3.9476,88.0,combination,Face Wash & Cleansers,Cleansers,1
P430337,0.7487335359675785,2961,4.3404,51.0,combination,Moisturizers,Moisturizers,1
P431187,0.5555555555555556,882,4.0341,28.0,dry,Face Wash & Cleansers,Cleansers,1
P431848,0.8620236530880421,1522,4.5335,41.0,combination,Face Masks,Masks,1
P433444,0.8705772811918063,1074,4.6453,37.0,combination,Face Masks,Masks,1
P433465,0.5,18,4.1667,10.99,normal,Face Masks,Masks,1
P433466,0.7727272727272727,22,4.5909,10.99,dry,Face Masks,Masks,1
P433627,0.6511156186612576,493,4.1626,52.0,combination,Face Masks,Masks,1
P433887,0.6020992366412213,2096,4.2101,60.0,dry,Moisturizers,Moisturizers,1
P436346,0.7368421052631579,19,4.6316,21.99,combination,Face Masks,Masks,1
P436359,0.5061032863849765,1065,3.8103,34.0,combination,Face Wash & Cleansers,Cleansers,1
P437960,0.5211267605633803,71,4.0986,26.0,normal,Eye Masks,Eye Care,1
P438618,0.8372641509433962,424,4.6286,12.0,normal,Face Wash & Cleansers,Cleansers,0
P438637,0.6633663366336634,202,4.0594,40.0,combination,Eye Masks,Eye Care,1
P438643,0.7241379310344828,87,4.4713,39.0,oily,Face Wash & Cleansers,Cleansers,1
P439057,0.7589285714285714,448,4.5826,45.0,dry,Moisturizers,Moisturizers,1
P440072,0.33695652173913043,92,3.7283,52.0,normal,Face Masks,Masks,1
P440307,0.6738853503184713,2355,4.3237,52.0,oily,Face Masks,Masks,0
P440485,0.3611111111111111,72,3.75,14.0,oily,Face Wash & Cleansers,Cleansers,1
P440925,0.6666666666666666,1644,4.4954,32.0,oily,Face Masks,Masks,1
P441220,0.5954545454545455,440,4.3545,36.0,dry,Face Oils,Moisturizers,1
P442545,0.5,12,4.25,38.0,combination,Face Wash & Cleansers,Cleansers,1
P442546,0.8441558441558441,77,4.5455,38.0,normal,Face Wash & Cleansers,Cleansers,1
P442748,0.75,32,4.375,95.0,dry,Face Masks,Masks,1
P442836,0.7819095477386935,995,4.5791,30.0,combination,Face Wash & Cleansers,Cleansers,1
P442850,0.6528925619834711,242,4.1577,52.0,dry,Face Masks,Masks,1
P442858,0.8133116883116883,1232,4.4586,29.0,combination,Face Masks,Masks,1
P442859,0.7288135593220338,118,4.3729,38.0,combination,Face Masks,Masks,1
P443369,0.7513812154696132,181,4.1823,89.0,normal,Face Serums,Treatments,1
P443375,0.3939393939393939,33,3.4848,75.0,dry,Moisturizers,Moisturizers,1
P443376,0.043478260869565216,23,3.2727,110.0,dry,Moisturizers,Moisturizers,1
P443550,0.4827586206896552,29,4.0345,71.0,combination,Moisturizers,Moisturizers,1
P443833,0.6997422680412371,1552,4.3775,11.99,normal,Face Wash & Cleansers,Cleansers,1
P443837,0.748898678414097,227,4.3084,7.49,combination,Face Masks,Masks,1
P444225,0.5673076923076923,104,4.2212,36.0,dry,Face Wash & Cleansers,Cleansers,1
P444718,0.5230078563411896,891,4.0068,9.0,dry,Face Wash & Cleansers,Cleansers,1
P445832,0.8484288354898336,541,4.6303,42.0,combination,Face Wash & Cleansers,Cleansers,1
P446518,0.5,32,4.4063,53.0,combination,Face Wash & Cleansers,Cleansers,0
P446908,0.6486486486486487,37,4.4595,92.0,normal,Face Serums,Treatments,1
P447603,0.6854990583804144,531,4.4746,24.0,dry,Toners,Cleansers,1
P447783,0.5285714285714286,70,4.2,75.0,combination,Face Wash & Cleansers,Cleansers,1
P448185,0.8062015503875969,645,4.4977,49.0,oily,Moisturizers,Moisturizers,1
P448207,0.8364145658263306,1785,4.3854,52.0,normal,Face Masks,Masks,0
P448542,0.375,16,4.125,150.0,combination,Face Masks,Masks,1
P448545,0.4,10,3.7,75.0,combination,Face Wash & Cleansers,Cleansers,1
P448546,0.7777777777777778,9,4.7778,75.0,dry,Face Wash & Cleansers,Cleansers,1
P448554,0.4482758620689655,58,3.8276,75.0,combination,Face Wash & Cleansers,Cleansers,1
P448562,0.6666666666666666,69,4.4493,32.0,oily,Face Wash & Cleansers,Cleansers,1
P448710,0.6119402985074627,67,4.2537,38.0,oily,Face Wash & Cleansers,Cleansers,1
P448711,0.7222222222222222,54,4.5185,125.0,normal,Face Masks,Masks,1
P450632,0.8237410071942446,278,4.5596,38.0,oily,Face Wash & Cleansers,Cleansers,1
P450633,0.7783251231527094,406,4.4532,40.0,combination,Face Wash & Cleansers,Cleansers,1
P451748,0.7272727272727273,132,4.1591,75.0,combination,Face Serums,Treatments,1
P453227,0.6534090909090909,528,4.2372,33.0,dry,Face Wash & Cleansers,Cleansers,1
P454315,0.7083333333333334,48,4.4043,32.0,normal,Face Wash & Cleansers,Cleansers,1
P454376,0.5084745762711864,59,3.8983,12.0,oily,Face Wash & Cleansers,Cleansers,1
P455217,0.4461538461538462,65,3.8308,17.0,normal,Face Sunscreen,Sunscreen,1
P455242,0.597444089456869,313,4.0833,35.0,combination,Face Wash & Cleansers,Cleansers,1
P455614,0.7544910179640718,167,4.3832,36.0,dry,Face Wash & Cleansers,Cleansers,1
P455623,0.7461139896373057,193,4.4063,69.0,oily,Moisturizers,Moisturizers,1
P455894,0.5743944636678201,289,4.2388,36.0,combination,Moisturizers,Moisturizers,1
P456126,0.7984790874524715,789,4.4259,30.0,dry,Face Wash & Cleansers,Cleansers,1
P456401,0.4782608695652174,23,3.4783,46.0,combination,For Body,Self Tanners,1
P456412,0.864787386526517,4186,4.5667,28.0,combination,Face Wash & Cleansers,Cleansers,1
P456434,0.75,8,4.25,14.0,oily,Moisturizers,Moisturizers,1
P457008,0.7438162544169611,566,4.3149,15.0,normal,Face Masks,Masks,1
P457009,0.6666666666666666,6,4.0,15.0,combination,Face Masks,Masks,1
P457010,1.0,9,4.5556,15.0,combination,Face Masks,Masks,1
P457011,1.0,13,4.8462,15.0,dry,Face Masks,Masks,1
P457012,0.6666666666666666,12,3.8333,15.0,combination,Face Masks,Masks,1
P457519,0.1891891891891892,37,3.4595,43.0,combination,Eye Creams & Treatments,Eye Care,1
P458209,0.5626843657817109,1356,4.0612,42.0,combination,Moisturizers,Moisturizers,1
P458900,0.7566371681415929,678,4.2437,29.0,dry,Face Wash & Cleansers,Cleansers,1
P458961,0.7222222222222222,18,4.3889,48.0,combination,Face Wash & Cleansers,Cleansers,1
P460514,0.7269736842105263,304,4.3729,34.0,dry,Face Wash & Cleansers,Cleansers,1
P460516,0.688375350140056,1428,4.1989,32.0,dry,Face Wash & Cleansers,Cleansers,1
P460627,-0.23232323232323232,99,3.1515,20.0,combination,Face Masks,Masks,0
P460701,0.6761658031088082,386,4.1455,5.5,dry,Sheet Masks,Masks,1
P460856,0.6997319034852547,373,4.1698,3.5,dry,Sheet Masks,Masks,1
P461159,0.6948590381426202,2412,4.0456,115.0,combination,Face Serums,Treatments,1
P461195,0.4166666666666667,36,3.8889000000000005,5.5,combination,Sheet Masks,Masks,1
P461199,0.8181818181818182,22,4.4545,5.5,dry,Sheet Masks,Masks,1
P461200,0.7037037037037037,27,4.6667,5.0,normal,Sheet Masks,Masks,1
P461439,0.7915966386554621,595,4.4555,32.0,normal,Face Wash & Cleansers,Cleansers,1
P461491,0.6206896551724138,174,4.2948,65.0,combination,Eye Creams & Treatments,Eye Care,1
P461520,0.6624203821656051,157,4.2692,5.0,combination,Sheet Masks,Masks,1
P461537,0.8116591928251121,2453,4.5018,40.0,normal,Face Wash & Cleansers,Cleansers,1
P461933,0.6948590381426202,2412,4.0456,195.0,combination,Face Serums,Treatments,1
P461947,0.7777777777777778,45,4.5111,47.0,combination,Face Masks,Masks,1
P462829,0.3291139240506329,237,3.6441,28.0,combination,Face Wash & Cleansers,Cleansers,1
P464234,0.8651685393258427,267,4.5019,72.0,normal,Face Serums,Treatments,1
P464235,0.9115384615384615,260,4.4769,72.0,combination,Face Serums,Treatments,1
P464238,0.8863198458574181,519,4.6744,79.0,normal,Moisturizers,Moisturizers,1
P464243,0.7327188940092166,434,4.4931,30.0,oily,Face Wash & Cleansers,Cleansers,0
P464245,0.867109634551495,301,4.4983,42.0,normal,Face Wash & Cleansers,Cleansers,0
P464250,0.34782608695652173,23,3.8261,65.0,combination,Moisturizers,Moisturizers,1
P465741,0.8624641833810889,349,4.6801,56.0,combination,Face Masks,Masks,1
P466122,0.8687150837988827,716,4.426,44.0,combination,Face Wash & Cleansers,Cleansers,1
P466153,0.7842857142857143,700,4.4613,45.0,dry,Moisturizers,Moisturizers,0
P466661,0.8371134020618557,485,4.5747,28.0,combination,Face Wash & Cleansers,Cleansers,1
P467118,0.6416938110749185,307,4.013,49.0,oily,Sheet Masks,Masks,1
P467120,0.7107438016528925,363,4.0992,39.0,dry,Face Wash & Cleansers,Cleansers,1
